,auc,f1,precision,recall,model,outcome,modelname,accuracy,auc_micro,auc_mean,auc_weighted
18,0.8825563016146919,,,,"SVC(C=0.1, class_weight='balanced', kernel='linear', probability=True,
    random_state=0)",nd_states1,svc-linear-C:0.1,0.6366666666666667,0.8825563016146919,0.8825563016146919,0.9339933740256874
19,0.5865503157567648,,,,"SVC(C=0.1, class_weight='balanced', kernel='linear', probability=True,
    random_state=0)",pd_states2,svc-linear-C:0.1,0.3333333333333333,0.5865503157567648,0.5865503157567648,0.6480444807176076
20,0.469131711282142,,,,"SVC(C=0.1, class_weight='balanced', kernel='linear', probability=True,
    random_state=0)",nd_states2,svc-linear-C:0.1,0.3060694579681921,0.469131711282142,0.469131711282142,0.46722110253315413
21,0.7959183673469388,0.6078431372549019,0.6739130434782609,0.5535714285714286,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",decision1,svc-linear-C:1,,,,
22,0.787843366452367,0.8809523809523809,0.8283582089552238,0.940677966101695,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",decision2,svc-linear-C:1,,,,
23,0.4648648648648649,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",decision3,svc-linear-C:1,,,,
24,0.6364503816793894,0.9424460431654677,0.891156462585034,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",survival,svc-linear-C:1,,,,
25,0.6461956521739132,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",ft,svc-linear-C:1,,,,
26,0.8207247298156389,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",aspiration,svc-linear-C:1,,,,
27,0.44393939393939397,0.9462365591397849,0.8979591836734694,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",lr_control,svc-linear-C:1,,,,
28,0.643048128342246,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Gastrointestinal,svc-linear-C:1,,,,
29,0.5082742316784871,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Dermatological,svc-linear-C:1,,,,
30,0.6134259259259258,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Other,svc-linear-C:1,,,,
31,0.519718309859155,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Neurological,svc-linear-C:1,,,,
32,0.5450617283950617,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Hematological,svc-linear-C:1,,,,
33,0.5975308641975309,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Gastrointestinal 2,svc-linear-C:1,,,,
34,0.6619718309859155,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Dermatological 2,svc-linear-C:1,,,,
35,0.49999999999999994,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Other 2,svc-linear-C:1,,,,
36,0.4507042253521127,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Neurological 2,svc-linear-C:1,,,,
37,0.4877551020408163,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Hematological 2,svc-linear-C:1,,,,
38,0.8424667729872762,,,,"SVC(C=1, class_weight='balanced', kernel='linear', probability=True,
    random_state=0)",pd_states1,svc-linear-C:1,0.46532212885154056,0.8424667729872762,0.8424667729872762,0.9008624657252962
39,0.9030673185062774,,,,"SVC(C=1, class_weight='balanced', kernel='linear', probability=True,
    random_state=0)",nd_states1,svc-linear-C:1,0.6366666666666667,0.9030673185062774,0.9030673185062774,0.9380454929337982
40,0.5542224816712998,,,,"SVC(C=1, class_weight='balanced', kernel='linear', probability=True,
    random_state=0)",pd_states2,svc-linear-C:1,0.3333333333333333,0.5542224816712998,0.5542224816712998,0.6045016548378078
41,0.5663371201206652,,,,"SVC(C=1, class_weight='balanced', kernel='linear', probability=True,
    random_state=0)",nd_states2,svc-linear-C:1,0.3588445309964297,0.5663371201206652,0.5663371201206652,0.5244452794668004
42,0.7978806907378336,0.5591397849462365,0.7027027027027027,0.4642857142857143,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",decision1,svc-linear-C:10,,,,
43,0.7571595558153127,0.890625,0.8260869565217391,0.9661016949152542,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",decision2,svc-linear-C:10,,,,
44,0.4417690417690418,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",decision3,svc-linear-C:10,,,,
45,0.6187977099236641,0.9424460431654677,0.891156462585034,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",survival,svc-linear-C:10,,,,
46,0.6168478260869565,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",ft,svc-linear-C:10,,,,
47,0.7978385251112523,0.13793103448275862,0.6666666666666666,0.07692307692307693,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",aspiration,svc-linear-C:10,,,,
48,0.44040404040404035,0.949640287769784,0.9041095890410958,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",lr_control,svc-linear-C:10,,,,
49,0.5909090909090908,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Gastrointestinal,svc-linear-C:10,,,,
50,0.5011820330969268,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Dermatological,svc-linear-C:10,,,,
51,0.6388888888888888,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Other,svc-linear-C:10,,,,
52,0.4887323943661972,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Neurological,svc-linear-C:10,,,,
53,0.5364197530864198,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Hematological,svc-linear-C:10,,,,
54,0.4561728395061728,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Gastrointestinal 2,svc-linear-C:10,,,,
55,0.6169014084507043,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Dermatological 2,svc-linear-C:10,,,,
56,0.6435185185185186,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Other 2,svc-linear-C:10,,,,
57,0.4084507042253521,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Neurological 2,svc-linear-C:10,,,,
58,0.3020408163265306,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Hematological 2,svc-linear-C:10,,,,
59,0.8464514154174116,,,,"SVC(C=10, class_weight='balanced', kernel='linear', probability=True,
    random_state=0)",pd_states1,svc-linear-C:10,0.3803921568627451,0.8464514154174116,0.8464514154174116,0.8968564852430694
60,0.8909236666511334,,,,"SVC(C=10, class_weight='balanced', kernel='linear', probability=True,
    random_state=0)",nd_states1,svc-linear-C:10,0.6366666666666667,0.8909236666511334,0.8909236666511334,0.9277782149606152
61,0.5627367685439487,,,,"SVC(C=10, class_weight='balanced', kernel='linear', probability=True,
    random_state=0)",pd_states2,svc-linear-C:10,0.3333333333333333,0.5627367685439487,0.5627367685439487,0.6163332692039845
62,0.542664978597683,,,,"SVC(C=10, class_weight='balanced', kernel='linear', probability=True,
    random_state=0)",nd_states2,svc-linear-C:10,0.33502109704641353,0.542664978597683,0.542664978597683,0.5403663497919492
63,0.5125588697017268,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",decision1,svc-rbf-C:0.1,,,,
64,0.5230859146697837,0.8905660377358491,0.8027210884353742,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",decision2,svc-rbf-C:0.1,,,,
65,0.6049140049140049,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",decision3,svc-rbf-C:0.1,,,,
66,0.5973282442748091,0.9424460431654677,0.891156462585034,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",survival,svc-rbf-C:0.1,,,,
67,0.5989130434782608,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",ft,svc-rbf-C:0.1,,,,
68,0.6096630642085188,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",aspiration,svc-rbf-C:0.1,,,,
69,0.696969696969697,0.9462365591397849,0.8979591836734694,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",lr_control,svc-rbf-C:0.1,,,,
70,0.4959893048128342,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Gastrointestinal,svc-rbf-C:0.1,,,,
71,0.5791962174940899,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Dermatological,svc-rbf-C:0.1,,,,
72,0.7384259259259259,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Other,svc-rbf-C:0.1,,,,
73,0.4070422535211268,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Neurological,svc-rbf-C:0.1,,,,
74,0.4944444444444444,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Hematological,svc-rbf-C:0.1,,,,
75,0.48271604938271606,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Gastrointestinal 2,svc-rbf-C:0.1,,,,
76,0.2549295774647888,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Dermatological 2,svc-rbf-C:0.1,,,,
77,0.32407407407407407,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Other 2,svc-rbf-C:0.1,,,,
78,0.4211267605633803,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Neurological 2,svc-rbf-C:0.1,,,,
79,0.4479591836734694,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Hematological 2,svc-rbf-C:0.1,,,,
80,0.5215639589169001,,,,"SVC(C=0.1, class_weight='balanced', probability=True, random_state=0)",pd_states1,svc-rbf-C:0.1,0.3333333333333333,0.5215639589169001,0.5215639589169001,0.5450680272108843
81,0.5104725025739968,,,,"SVC(C=0.1, class_weight='balanced', probability=True, random_state=0)",nd_states1,svc-rbf-C:0.1,0.3333333333333333,0.5104725025739968,0.5104725025739968,0.4898673118860801
82,0.4528609237529162,,,,"SVC(C=0.1, class_weight='balanced', probability=True, random_state=0)",pd_states2,svc-rbf-C:0.1,0.3333333333333333,0.4528609237529162,0.4528609237529162,0.5520046433656687
83,0.4609395763954331,,,,"SVC(C=0.1, class_weight='balanced', probability=True, random_state=0)",nd_states2,svc-rbf-C:0.1,0.3333333333333333,0.4609395763954331,0.4609395763954331,0.46255121289708295
84,0.49823390894819464,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",decision1,svc-rbf-C:1,,,,
85,0.571011104617183,0.8905660377358491,0.8027210884353742,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",decision2,svc-rbf-C:1,,,,
86,0.5928746928746929,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",decision3,svc-rbf-C:1,,,,
87,0.5873091603053435,0.9424460431654677,0.891156462585034,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",survival,svc-rbf-C:1,,,,
88,0.6480978260869565,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",ft,svc-rbf-C:1,,,,
89,0.6385886840432294,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",aspiration,svc-rbf-C:1,,,,
90,0.7075757575757576,0.9462365591397849,0.8979591836734694,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",lr_control,svc-rbf-C:1,,,,
91,0.4070855614973262,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Gastrointestinal,svc-rbf-C:1,,,,
92,0.5815602836879432,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Dermatological,svc-rbf-C:1,,,,
93,0.7060185185185185,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Other,svc-rbf-C:1,,,,
94,0.39436619718309857,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Neurological,svc-rbf-C:1,,,,
95,0.4092592592592592,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Hematological,svc-rbf-C:1,,,,
96,0.5382716049382716,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Gastrointestinal 2,svc-rbf-C:1,,,,
97,0.43521126760563383,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Dermatological 2,svc-rbf-C:1,,,,
98,0.28935185185185186,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Other 2,svc-rbf-C:1,,,,
99,0.428169014084507,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Neurological 2,svc-rbf-C:1,,,,
100,0.4479591836734694,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Hematological 2,svc-rbf-C:1,,,,
101,0.4144097098462944,,,,"SVC(C=1, class_weight='balanced', probability=True, random_state=0)",pd_states1,svc-rbf-C:1,0.3333333333333333,0.4144097098462944,0.4144097098462944,0.45411272107073386
102,0.5207408688320001,,,,"SVC(C=1, class_weight='balanced', probability=True, random_state=0)",nd_states1,svc-rbf-C:1,0.3333333333333333,0.5207408688320001,0.5207408688320001,0.47137329707526243
103,0.6224029991681627,,,,"SVC(C=1, class_weight='balanced', probability=True, random_state=0)",pd_states2,svc-rbf-C:1,0.3333333333333333,0.6224029991681627,0.6224029991681627,0.5552697290434808
104,0.49858597824034384,,,,"SVC(C=1, class_weight='balanced', probability=True, random_state=0)",nd_states2,svc-rbf-C:1,0.3072379097695554,0.49858597824034384,0.49858597824034384,0.46910566394579517
105,0.5508241758241759,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",decision1,svc-rbf-C:10,,,,
106,0.7843366452367037,0.8821292775665399,0.8,0.9830508474576272,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",decision2,svc-rbf-C:10,,,,
107,0.5813267813267813,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",decision3,svc-rbf-C:10,,,,
108,0.5958969465648856,0.9424460431654677,0.891156462585034,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",survival,svc-rbf-C:10,,,,
109,0.753804347826087,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",ft,svc-rbf-C:10,,,,
110,0.7600127145581691,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",aspiration,svc-rbf-C:10,,,,
111,0.6252525252525252,0.9462365591397849,0.8979591836734694,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",lr_control,svc-rbf-C:10,,,,
112,0.3616310160427807,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Gastrointestinal,svc-rbf-C:10,,,,
113,0.5437352245862884,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Dermatological,svc-rbf-C:10,,,,
114,0.6944444444444444,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Other,svc-rbf-C:10,,,,
115,0.42816901408450714,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Neurological,svc-rbf-C:10,,,,
116,0.3907407407407408,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Hematological,svc-rbf-C:10,,,,
117,0.5870370370370369,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Gastrointestinal 2,svc-rbf-C:10,,,,
118,0.7140845070422535,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Dermatological 2,svc-rbf-C:10,,,,
119,0.2013888888888889,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Other 2,svc-rbf-C:10,,,,
120,0.45492957746478874,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Neurological 2,svc-rbf-C:10,,,,
121,0.4295918367346938,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Hematological 2,svc-rbf-C:10,,,,
122,0.7332001780675842,,,,"SVC(C=10, class_weight='balanced', probability=True, random_state=0)",pd_states1,svc-rbf-C:10,0.3333333333333333,0.7332001780675842,0.7332001780675842,0.7357509943868258
123,0.6162987027890973,,,,"SVC(C=10, class_weight='balanced', probability=True, random_state=0)",nd_states1,svc-rbf-C:10,0.3333333333333333,0.6162987027890973,0.6162987027890973,0.7050804002658696
124,0.6497268169909312,,,,"SVC(C=10, class_weight='balanced', probability=True, random_state=0)",pd_states2,svc-rbf-C:10,0.3333333333333333,0.6497268169909312,0.6497268169909312,0.5883981741171944
