auc,f1,precision,recall,model,outcome,modelname,accuracy,auc_micro,auc_mean,auc_weighted
0.7978806907378336,0.5591397849462365,0.7027027027027027,0.4642857142857143,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",decision1,svc-linear-C:10,,,,
0.7571595558153127,0.890625,0.8260869565217391,0.9661016949152542,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",decision2,svc-linear-C:10,,,,
0.44226044226044225,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",decision3,svc-linear-C:10,,,,
0.6187977099236641,0.9424460431654677,0.891156462585034,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",survival,svc-linear-C:10,,,,
0.6168478260869565,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",ft,svc-linear-C:10,,,,
0.7978385251112523,0.13793103448275862,0.6666666666666666,0.07692307692307693,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",aspiration,svc-linear-C:10,,,,
0.44040404040404035,0.949640287769784,0.9041095890410958,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",lr_control,svc-linear-C:10,,,,
0.5909090909090908,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Gastrointestinal,svc-linear-C:10,,,,
0.5011820330969268,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Dermatological,svc-linear-C:10,,,,
0.6388888888888888,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Other,svc-linear-C:10,,,,
0.4887323943661972,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Neurological,svc-linear-C:10,,,,
0.5364197530864198,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Hematological,svc-linear-C:10,,,,
0.4561728395061728,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Gastrointestinal 2,svc-linear-C:10,,,,
0.6169014084507043,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Dermatological 2,svc-linear-C:10,,,,
0.6435185185185186,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Other 2,svc-linear-C:10,,,,
0.4084507042253521,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Neurological 2,svc-linear-C:10,,,,
0.3020408163265306,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     kernel='linear', probability=True,
                                     random_state=0))",DLT_Hematological 2,svc-linear-C:10,,,,
0.8464514154174116,,,,"SVC(C=10, class_weight='balanced', kernel='linear', probability=True,
    random_state=0)",pd_states1,svc-linear-C:10,0.3803921568627451,0.8464514154174116,0.8464514154174116,0.8968564852430694
0.8909236666511334,,,,"SVC(C=10, class_weight='balanced', kernel='linear', probability=True,
    random_state=0)",nd_states1,svc-linear-C:10,0.6366666666666667,0.8909236666511334,0.8909236666511334,0.9277782149606152
0.5717404338414137,,,,"SVC(C=10, class_weight='balanced', kernel='linear', probability=True,
    random_state=0)",pd_states2,svc-linear-C:10,0.3333333333333333,0.5717404338414137,0.5717404338414137,0.6171505426445141
0.5385197949205692,,,,"SVC(C=10, class_weight='balanced', kernel='linear', probability=True,
    random_state=0)",nd_states2,svc-linear-C:10,0.33502109704641353,0.5385197949205692,0.5385197949205692,0.5386133450670242
0.5125588697017268,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",decision1,svc-rbf-C:0.1,,,,
0.5230859146697837,0.8905660377358491,0.8027210884353742,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",decision2,svc-rbf-C:0.1,,,,
0.6046683046683046,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",decision3,svc-rbf-C:0.1,,,,
0.5973282442748091,0.9424460431654677,0.891156462585034,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",survival,svc-rbf-C:0.1,,,,
0.5989130434782608,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",ft,svc-rbf-C:0.1,,,,
0.6096630642085188,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",aspiration,svc-rbf-C:0.1,,,,
0.696969696969697,0.9462365591397849,0.8979591836734694,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",lr_control,svc-rbf-C:0.1,,,,
0.4959893048128342,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Gastrointestinal,svc-rbf-C:0.1,,,,
0.5791962174940899,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Dermatological,svc-rbf-C:0.1,,,,
0.7384259259259259,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Other,svc-rbf-C:0.1,,,,
0.4070422535211268,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Neurological,svc-rbf-C:0.1,,,,
0.4944444444444444,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Hematological,svc-rbf-C:0.1,,,,
0.48271604938271606,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Gastrointestinal 2,svc-rbf-C:0.1,,,,
0.2549295774647888,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Dermatological 2,svc-rbf-C:0.1,,,,
0.32407407407407407,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Other 2,svc-rbf-C:0.1,,,,
0.4211267605633803,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Neurological 2,svc-rbf-C:0.1,,,,
0.4479591836734694,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Hematological 2,svc-rbf-C:0.1,,,,
0.5215639589169001,,,,"SVC(C=0.1, class_weight='balanced', probability=True, random_state=0)",pd_states1,svc-rbf-C:0.1,0.3333333333333333,0.5215639589169001,0.5215639589169001,0.5450680272108843
0.5104725025739968,,,,"SVC(C=0.1, class_weight='balanced', probability=True, random_state=0)",nd_states1,svc-rbf-C:0.1,0.3333333333333333,0.5104725025739968,0.5104725025739968,0.4898673118860801
0.4528609237529162,,,,"SVC(C=0.1, class_weight='balanced', probability=True, random_state=0)",pd_states2,svc-rbf-C:0.1,0.3333333333333333,0.4528609237529162,0.4528609237529162,0.5520046433656687
0.4608140092711553,,,,"SVC(C=0.1, class_weight='balanced', probability=True, random_state=0)",nd_states2,svc-rbf-C:0.1,0.3333333333333333,0.4608140092711553,0.4608140092711553,0.46240237287326846
0.49823390894819464,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",decision1,svc-rbf-C:1,,,,
0.571011104617183,0.8905660377358491,0.8027210884353742,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",decision2,svc-rbf-C:1,,,,
0.5931203931203932,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",decision3,svc-rbf-C:1,,,,
0.5873091603053435,0.9424460431654677,0.891156462585034,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",survival,svc-rbf-C:1,,,,
0.6480978260869565,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",ft,svc-rbf-C:1,,,,
0.6385886840432294,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",aspiration,svc-rbf-C:1,,,,
0.7075757575757576,0.9462365591397849,0.8979591836734694,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",lr_control,svc-rbf-C:1,,,,
0.4070855614973262,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Gastrointestinal,svc-rbf-C:1,,,,
0.5815602836879432,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Dermatological,svc-rbf-C:1,,,,
0.7060185185185185,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Other,svc-rbf-C:1,,,,
0.39436619718309857,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Neurological,svc-rbf-C:1,,,,
0.4092592592592592,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Hematological,svc-rbf-C:1,,,,
0.5382716049382716,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Gastrointestinal 2,svc-rbf-C:1,,,,
0.43521126760563383,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Dermatological 2,svc-rbf-C:1,,,,
0.28935185185185186,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Other 2,svc-rbf-C:1,,,,
0.428169014084507,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Neurological 2,svc-rbf-C:1,,,,
0.4479591836734694,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=1, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Hematological 2,svc-rbf-C:1,,,,
0.4144097098462944,,,,"SVC(C=1, class_weight='balanced', probability=True, random_state=0)",pd_states1,svc-rbf-C:1,0.3333333333333333,0.4144097098462944,0.4144097098462944,0.45411272107073386
0.5207408688320001,,,,"SVC(C=1, class_weight='balanced', probability=True, random_state=0)",nd_states1,svc-rbf-C:1,0.3333333333333333,0.5207408688320001,0.5207408688320001,0.47137329707526243
0.6227496710547039,,,,"SVC(C=1, class_weight='balanced', probability=True, random_state=0)",pd_states2,svc-rbf-C:1,0.3333333333333333,0.6227496710547039,0.6227496710547039,0.5556628970633768
0.49685564005343164,,,,"SVC(C=1, class_weight='balanced', probability=True, random_state=0)",nd_states2,svc-rbf-C:1,0.3072379097695554,0.49685564005343164,0.49685564005343164,0.46874522166590216
0.5508241758241759,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",decision1,svc-rbf-C:10,,,,
0.7843366452367037,0.8821292775665399,0.8,0.9830508474576272,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",decision2,svc-rbf-C:10,,,,
0.5845208845208845,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",decision3,svc-rbf-C:10,,,,
0.5958969465648856,0.9424460431654677,0.891156462585034,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",survival,svc-rbf-C:10,,,,
0.753804347826087,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",ft,svc-rbf-C:10,,,,
0.7600127145581691,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",aspiration,svc-rbf-C:10,,,,
0.6252525252525252,0.9462365591397849,0.8979591836734694,1.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",lr_control,svc-rbf-C:10,,,,
0.3616310160427807,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Gastrointestinal,svc-rbf-C:10,,,,
0.5437352245862884,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Dermatological,svc-rbf-C:10,,,,
0.6944444444444444,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Other,svc-rbf-C:10,,,,
0.42816901408450714,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Neurological,svc-rbf-C:10,,,,
0.3907407407407408,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Hematological,svc-rbf-C:10,,,,
0.5870370370370369,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Gastrointestinal 2,svc-rbf-C:10,,,,
0.7140845070422535,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Dermatological 2,svc-rbf-C:10,,,,
0.2013888888888889,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Other 2,svc-rbf-C:10,,,,
0.45492957746478874,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Neurological 2,svc-rbf-C:10,,,,
0.4295918367346938,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=10, class_weight='balanced',
                                     probability=True, random_state=0))",DLT_Hematological 2,svc-rbf-C:10,,,,
0.7332001780675842,,,,"SVC(C=10, class_weight='balanced', probability=True, random_state=0)",pd_states1,svc-rbf-C:10,0.3333333333333333,0.7332001780675842,0.7332001780675842,0.7357509943868258
0.6162987027890973,,,,"SVC(C=10, class_weight='balanced', probability=True, random_state=0)",nd_states1,svc-rbf-C:10,0.3333333333333333,0.6162987027890973,0.6162987027890973,0.7050804002658696
0.6494970221497383,,,,"SVC(C=10, class_weight='balanced', probability=True, random_state=0)",pd_states2,svc-rbf-C:10,0.3333333333333333,0.6494970221497383,0.6494970221497383,0.5880598667512372
0.5090656652910344,,,,"SVC(C=10, class_weight='balanced', probability=True, random_state=0)",nd_states2,svc-rbf-C:10,0.3136643946770529,0.5090656652910344,0.5090656652910344,0.4976293362873605
0.46271585557299844,0.0,0.0,0.0,"CalibratedClassifierCV(cv=3,
                       estimator=SVC(C=0.1, class_weight='balanced',
                                     kernel='poly', probability=True,
                                     random_state=0))",decision1,svc-poly-C:0.1,,,,
